location,guests,bedrooms,beds,bathrooms,wifi,parking,kitchen,pool,gym,fireplace,security,price_per_night
Patna,8,4,6,4,0,0,0,1,1,1,0,15476
Nagpur,8,5,6,3,1,1,0,1,1,0,1,15975
Agra,9,1,6,3,0,0,1,0,0,0,0,9172
Jaipur,10,1,5,1,1,0,1,0,1,0,1,9378
Ahmedabad,6,1,1,3,1,0,1,1,0,0,1,10594
Kolkata,6,3,1,2,0,0,1,1,0,1,1,12789
Patna,7,1,4,3,1,1,0,0,1,1,1,10682
Patna,5,3,2,4,0,0,1,0,0,0,1,9536
Chennai,7,1,3,2,0,0,1,1,0,1,0,10720
Udaipur,6,3,2,4,0,1,1,0,1,1,1,11059
Bangalore,6,1,6,2,1,1,1,1,1,0,0,13283
Nagpur,1,5,3,3,0,1,1,0,0,0,1,9881
Ahmedabad,2,1,6,1,1,0,1,1,1,1,1,11195
Udaipur,2,3,2,3,0,1,1,0,1,0,1,8146
Delhi,1,5,6,4,1,0,1,0,1,1,0,13290
Chennai,4,1,6,3,0,1,0,0,1,1,0,10539
Mumbai,1,3,5,1,1,1,1,0,1,1,0,10656
Shimla,2,5,4,4,1,0,1,0,1,1,1,11281
Bhopal,8,5,3,1,0,1,0,1,1,1,0,14164
Chennai,5,2,5,3,0,0,0,1,0,0,1,11987
Indore,5,2,3,2,1,1,1,0,1,0,1,8811
Ahmedabad,5,1,2,3,1,1,0,1,0,1,1,11730
Coimbatore,10,2,4,2,0,1,0,1,1,0,0,11124
Patna,9,4,2,3,1,0,0,1,1,0,0,13804
Delhi,2,2,1,1,1,1,0,1,0,0,1,9431
Lucknow,8,2,6,2,1,0,0,1,0,0,1,11119
Indore,7,4,2,2,0,0,0,0,1,1,0,10143
Hyderabad,5,5,3,1,0,1,0,1,0,0,1,12937
Shimla,5,4,1,3,1,1,0,0,1,1,1,9436
Raipur,5,1,3,1,1,0,1,0,0,1,1,7719
Delhi,4,5,1,4,1,1,0,1,0,1,1,14361
Bangalore,9,5,6,2,1,0,1,0,1,1,1,14746
Kolkata,3,5,6,2,0,0,1,0,1,0,1,12428
Varanasi,1,2,2,1,0,0,0,1,1,1,0,8284
Surat,10,3,3,4,0,1,0,1,1,1,0,13242
Surat,3,4,3,4,0,0,1,0,0,0,1,9168
Patna,4,2,5,3,1,0,1,1,1,0,0,12112
Mysore,1,4,6,1,1,1,1,0,0,0,0,7703
Bangalore,5,1,4,1,1,1,0,0,0,0,1,8666
Jaipur,3,4,5,3,1,0,1,0,0,1,0,10438
Hyderabad,1,2,5,4,0,0,1,1,1,1,0,13739
Mysore,6,5,4,3,1,1,1,0,1,1,1,12509
Patna,10,1,6,4,0,0,0,0,1,1,1,11120
Nagpur,1,4,1,2,1,0,1,0,0,1,0,8601
Bangalore,7,2,6,3,1,1,0,0,0,1,1,11817
Bhopal,4,2,2,4,1,1,0,0,0,1,1,8661
Chandigarh,1,5,4,1,0,1,0,0,1,0,0,7949
Mumbai,2,2,2,3,0,0,0,0,1,0,1,8960
Nagpur,10,4,1,3,0,1,0,1,0,1,1,12448
Surat,3,5,2,2,0,0,1,0,0,1,1,9980
Jodhpur,2,1,5,2,1,0,0,1,0,1,1,7670
Mysore,8,5,1,4,0,0,1,1,0,0,0,12165
Udaipur,9,2,1,3,0,0,1,1,1,0,0,9921
Mysore,8,1,4,1,0,0,0,0,0,0,0,5687
Ahmedabad,1,3,4,2,1,1,1,0,0,1,1,9614
Jodhpur,4,4,6,3,0,1,0,1,0,1,0,11457
Chandigarh,3,4,3,1,1,0,1,1,1,0,0,11254
Pune,8,2,2,2,1,1,0,0,0,0,0,10479
Jodhpur,3,4,1,1,1,0,1,0,0,0,1,7049
Bangalore,9,4,2,4,0,1,1,1,1,0,0,15727
Shimla,9,3,3,1,1,0,0,1,0,0,1,10074
Nagpur,7,1,6,2,0,1,1,0,0,0,0,8670
Chennai,1,2,6,1,1,0,1,0,1,1,0,9008
Surat,10,3,2,3,1,0,1,1,0,0,1,13299
Varanasi,7,5,5,3,0,1,0,1,0,1,0,12004
Chandigarh,4,3,5,3,0,0,0,0,0,1,1,9003
Varanasi,6,5,5,4,0,0,0,0,1,1,1,10839
Agra,3,5,6,2,0,1,0,0,0,0,0,9068
Bhopal,5,4,4,4,0,0,1,0,1,0,0,10200
Surat,3,4,3,1,0,0,0,1,1,1,0,11332
Indore,6,3,6,2,1,0,1,0,1,1,0,10237
Patna,8,1,3,1,0,0,1,0,1,1,0,8901
Indore,5,2,3,1,1,1,0,1,0,1,1,10414
Kolkata,9,2,4,4,0,1,1,0,0,1,0,12651
Agra,5,1,4,1,0,0,1,1,1,0,0,8508
Ahmedabad,1,1,4,3,0,1,1,0,1,1,0,10083
Chandigarh,9,2,6,2,1,1,0,1,0,0,1,11154
Patna,4,1,6,4,0,0,0,0,0,0,0,8218
Nagpur,5,5,3,4,1,0,1,0,1,1,0,11809
Kolkata,2,3,4,2,1,0,0,1,1,1,1,11808
Varanasi,10,3,2,4,1,1,1,0,1,0,0,10959
Hyderabad,1,1,5,1,1,0,1,1,1,1,0,10441
Bangalore,10,2,6,3,1,1,1,0,1,1,0,13769
Indore,8,2,6,4,0,0,0,0,0,0,1,9430
Delhi,8,5,5,4,1,0,0,0,1,0,1,13997
Patna,1,4,6,3,1,1,0,0,0,0,0,8780
Ahmedabad,10,2,2,2,0,1,1,0,1,0,0,11170
Coimbatore,5,4,1,1,0,0,0,1,0,0,0,9482
Lucknow,9,3,5,2,1,1,0,0,0,1,0,11387
Bhopal,4,2,3,1,0,0,1,1,0,0,0,8877
Chandigarh,3,1,2,1,0,0,0,0,1,1,1,7421
Lucknow,8,1,1,1,1,1,0,1,1,1,1,11548
Bangalore,6,2,4,2,1,0,0,0,1,0,1,9763
Ahmedabad,6,1,5,1,0,1,1,1,0,0,0,11084
Lucknow,3,2,4,4,0,1,1,1,0,0,1,11416
Kolkata,7,3,2,4,1,1,0,0,1,1,0,13544
Hyderabad,10,1,1,3,0,1,0,1,0,0,1,12413
Coimbatore,1,3,2,1,1,0,1,0,0,1,0,6794
Raipur,3,3,3,4,0,0,0,1,0,1,1,10858
Shimla,2,3,3,2,1,0,1,1,1,1,1,10793
Indore,3,3,6,4,0,0,1,0,1,1,0,11480
Dehradun,2,4,3,4,0,0,1,1,1,0,1,11242
Bangalore,3,1,1,1,0,1,0,1,1,1,0,9688
Shimla,9,1,6,1,0,0,0,1,0,1,0,9209
Pune,3,1,5,3,0,1,0,0,0,0,0,8880
Lucknow,10,2,6,4,1,0,1,0,0,0,0,11991
Indore,5,2,1,2,0,1,1,1,1,0,1,10829
Nagpur,6,1,3,1,1,1,0,0,0,0,1,6593
Nagpur,7,4,1,2,1,1,0,0,0,1,0,10175
Agra,7,4,6,4,1,0,0,1,0,0,1,12932
Dehradun,7,2,1,2,1,1,1,1,1,0,0,9671
Agra,1,3,3,1,0,1,0,0,1,1,0,7312
Nagpur,3,1,6,4,0,1,1,0,0,1,1,9802
Udaipur,6,1,2,2,0,1,1,0,1,0,0,7562
Hyderabad,6,4,4,4,0,0,1,0,0,1,0,12423
Hyderabad,2,4,3,2,0,1,0,0,0,0,1,9584
Surat,2,4,2,1,1,0,0,1,0,0,0,8431
Ahmedabad,10,4,1,2,0,0,0,0,1,0,1,12077
Kolkata,2,2,6,3,0,1,0,0,1,0,1,10323
Varanasi,1,2,3,4,0,1,1,0,1,1,0,9284
Mumbai,6,2,3,4,1,0,0,0,0,1,0,11407
Nagpur,10,2,2,2,1,1,0,1,0,1,1,11307
Indore,8,2,4,4,0,0,0,0,1,0,1,10718
Patna,3,5,6,4,0,1,0,1,0,0,0,13264
Pune,8,5,2,2,1,0,0,1,0,1,0,13361
Jaipur,2,4,3,2,1,0,1,0,0,0,0,8749
Jodhpur,6,3,5,2,0,1,1,1,0,1,1,10806
Chennai,9,1,4,1,0,0,0,0,0,1,0,9653
Dehradun,9,2,5,3,1,0,0,0,1,0,1,9607
Pune,10,5,4,3,0,0,1,1,0,1,1,15508
Coimbatore,1,5,2,3,1,1,1,1,1,1,0,13326
Dehradun,6,4,3,4,0,1,1,1,1,0,0,11468
Bhopal,10,2,5,4,1,0,0,1,1,0,1,13028
Indore,10,1,5,2,1,0,1,1,0,0,1,11009
Mysore,9,1,3,3,0,1,1,0,1,1,1,9318
Raipur,9,4,1,3,1,0,1,1,0,0,1,12408
Delhi,4,3,3,3,0,1,1,0,1,0,1,12541
Indore,1,3,1,4,1,1,0,1,0,0,1,10162
Delhi,7,5,2,4,1,1,0,0,0,1,0,13963
Lucknow,3,1,3,2,1,1,0,1,1,1,0,10633
Chennai,6,1,4,4,1,1,1,0,0,1,0,11715
Mysore,9,1,6,4,1,0,1,0,0,0,0,9367
Chandigarh,1,3,5,3,0,0,0,1,0,0,0,10152
Bhopal,9,1,4,4,0,1,1,1,0,1,0,11618
Chandigarh,7,3,4,2,0,1,1,1,0,0,0,12283
Dehradun,9,3,5,1,1,0,0,0,1,1,1,10883
Jodhpur,1,4,6,4,1,1,1,1,0,0,1,10805
Shimla,8,4,2,1,0,1,0,1,0,1,1,11485
Mysore,9,3,2,2,1,1,1,0,1,0,1,9301
Dehradun,5,2,4,2,1,0,1,0,0,0,1,6511
Udaipur,5,5,1,4,1,0,0,1,0,1,0,11286
Lucknow,3,4,2,4,0,1,1,1,0,0,0,10993
Mysore,8,1,2,1,0,0,1,1,0,1,0,8221
Udaipur,5,4,6,1,1,0,1,0,1,0,0,8241
Mumbai,10,4,1,1,0,1,1,1,0,0,0,12572
Kolkata,5,3,2,1,0,1,1,1,1,1,1,12949
Ahmedabad,1,2,5,3,0,1,0,1,0,1,0,10861
Udaipur,4,3,6,1,1,0,0,0,0,0,1,7368
Mumbai,2,5,4,1,1,1,0,0,0,0,1,10291
Mumbai,3,5,4,4,0,1,0,1,1,0,0,14368
Varanasi,3,5,5,1,1,1,1,1,1,1,0,12087
Kolkata,9,5,4,2,1,0,1,1,0,0,0,14228
Agra,10,5,1,2,1,0,0,1,0,0,1,11949
Raipur,1,3,5,1,1,1,1,0,0,1,0,7096
Raipur,7,3,1,1,1,0,1,1,0,1,0,9041
Patna,8,5,6,3,1,1,1,1,1,0,1,14771
Mumbai,3,4,1,3,0,1,1,1,0,1,0,13561
Mumbai,2,2,2,3,1,0,0,1,0,1,1,11459
Mumbai,1,2,1,3,1,1,0,0,1,0,1,10027
Mysore,3,2,3,1,1,1,1,1,1,1,0,9455
Dehradun,8,1,3,1,1,0,0,0,0,1,0,7417
Varanasi,3,1,6,1,0,0,1,0,1,1,1,7055
Agra,5,3,6,4,0,1,1,0,0,1,0,9481
Lucknow,8,1,1,1,1,1,0,0,1,1,0,8033
Raipur,9,5,4,1,1,1,1,1,0,1,0,12496
Lucknow,6,4,3,4,1,1,0,1,0,0,1,12318
Agra,3,1,6,2,0,0,0,0,1,1,1,7429
Lucknow,9,1,5,2,0,1,0,1,0,0,0,10656
Kolkata,7,3,3,2,1,0,0,1,1,1,0,12696
Shimla,7,1,2,4,1,0,0,0,1,1,0,8859
Kolkata,10,5,3,1,0,1,0,0,1,1,0,12703
Varanasi,1,5,3,2,1,1,0,0,0,0,1,6674
Delhi,10,3,3,1,1,0,0,0,0,0,0,10354
Bhopal,7,2,4,3,0,1,0,0,1,0,0,8756
Bhopal,3,2,4,2,0,1,1,0,1,0,1,8223
Dehradun,2,5,4,3,1,1,0,1,0,1,1,11406
Bhopal,2,4,6,1,0,1,0,1,1,1,0,11691
Mumbai,7,1,2,4,0,1,0,0,1,0,1,11390
Surat,7,4,2,2,0,0,0,1,0,1,0,11095
Nagpur,6,5,5,3,0,1,0,0,1,0,1,11235
Chandigarh,8,3,6,3,0,0,1,0,1,1,1,13106
Chandigarh,8,2,6,3,1,0,0,0,0,0,1,10379
Bhopal,5,5,6,4,0,1,1,0,1,0,0,12928
Hyderabad,3,3,3,3,0,1,1,1,1,1,0,12933
Bhopal,3,1,4,4,1,1,1,0,0,0,0,8756
Indore,4,5,5,2,0,1,0,1,1,1,1,14003
Mysore,8,2,5,4,1,1,1,0,0,0,0,8664
Indore,2,1,1,1,0,0,1,0,0,1,1,5911
Delhi,5,3,6,4,1,1,1,0,1,0,1,13399
Chennai,8,4,6,3,0,0,0,0,0,0,0,10971
Pune,7,1,2,2,1,1,1,0,1,0,1,11244
Indore,9,4,3,2,1,1,0,0,0,1,0,10187
Pune,3,2,4,1,1,0,0,1,1,0,0,10707
Patna,9,1,6,4,0,1,0,1,0,1,0,13114
Chandigarh,8,5,3,2,1,0,0,1,0,0,0,11264
Kolkata,7,2,3,4,1,1,1,1,1,0,0,14174
Dehradun,1,1,1,1,0,0,0,1,1,0,1,5644
Jaipur,4,3,2,1,1,0,0,1,0,0,1,9300
Kolkata,2,3,6,3,0,0,1,1,0,0,0,11965
Ahmedabad,3,2,3,3,1,0,1,1,1,0,0,11999
Surat,1,2,3,2,0,0,1,0,1,0,1,8246
Lucknow,10,3,1,3,1,1,1,0,1,0,1,11250
Pune,7,5,6,1,1,1,1,1,0,0,0,14460
Coimbatore,6,3,1,3,1,0,0,0,1,1,0,10055
Delhi,9,1,3,1,0,1,0,1,0,1,0,11730
Coimbatore,3,2,5,2,0,1,1,1,0,1,1,10358
Lucknow,10,3,5,2,0,1,1,1,0,0,1,12970
Kolkata,4,5,2,1,1,0,0,0,1,0,0,10490
Jodhpur,6,5,3,2,0,0,1,0,0,1,0,10110
Delhi,5,2,4,2,0,0,1,0,1,0,1,10012
Indore,4,5,2,4,0,1,1,1,0,0,0,12833
Delhi,9,2,4,2,1,1,0,1,0,1,0,12473
Surat,5,1,2,1,1,0,0,1,0,1,0,8571
Shimla,10,2,3,1,1,1,0,1,1,0,0,10288
Chandigarh,2,3,2,2,0,1,1,1,1,0,0,11024
Dehradun,4,5,2,3,0,1,0,0,1,0,1,10300
Bangalore,8,2,1,1,0,0,1,0,0,0,0,8736
Mysore,1,5,4,4,0,0,1,0,0,0,0,9247
Mumbai,5,2,4,2,0,0,0,1,1,0,1,12324
Nagpur,2,3,2,3,0,0,1,1,0,0,0,10385
Raipur,6,3,6,2,0,0,1,1,1,1,0,12678
Kolkata,7,1,3,3,0,0,0,1,1,0,0,11147
Agra,4,3,1,4,0,1,1,1,1,0,0,11319
Varanasi,1,5,6,3,0,1,0,0,0,0,1,8841
Coimbatore,7,2,1,1,1,0,1,0,0,0,1,7059
Nagpur,6,4,3,4,0,1,0,1,0,0,0,12762
Indore,9,1,2,2,0,0,1,1,0,0,0,9207
Lucknow,4,1,4,2,0,1,1,1,0,0,1,10083
Mumbai,8,3,1,1,1,0,1,1,1,0,0,13379
Raipur,10,1,4,1,0,0,1,1,1,1,1,11048
Hyderabad,9,3,5,4,0,1,1,0,0,0,1,12398
Coimbatore,8,3,1,4,0,0,1,1,1,0,1,13402
Bhopal,1,1,1,2,1,0,1,1,0,0,1,7142
Agra,6,3,1,1,1,1,1,0,1,0,0,8283
Nagpur,3,1,2,4,1,1,1,0,0,0,0,8265
Nagpur,5,5,6,1,1,1,1,0,0,1,1,11249
Udaipur,9,1,6,1,0,1,1,1,1,1,1,12663
Lucknow,10,2,3,4,0,0,0,0,1,0,1,11807
Mumbai,6,3,6,2,1,0,0,0,0,0,1,10000
Chennai,7,2,2,2,1,0,1,0,0,1,0,10474
Surat,2,4,5,2,0,1,1,1,1,1,1,13108
Jaipur,9,1,6,2,0,1,1,0,1,0,0,9232
Indore,10,3,5,3,1,0,0,0,1,1,1,11635
Bhopal,10,2,5,1,0,1,1,0,1,0,1,11001
Ahmedabad,6,1,2,4,0,1,1,0,0,0,1,9867
Ahmedabad,4,3,2,4,0,1,0,0,1,0,1,11857
Bangalore,7,3,1,2,0,0,0,1,1,0,0,12594
Jodhpur,6,1,2,2,0,0,0,0,1,0,0,5487
Nagpur,1,3,4,1,0,0,1,0,1,0,1,7299
Kolkata,8,4,1,2,1,0,0,0,0,1,0,10895
Jodhpur,8,3,5,4,1,0,0,0,1,0,0,9805
Udaipur,8,3,1,4,0,0,0,0,0,0,1,7419
Pune,6,3,6,2,1,1,1,0,0,0,0,11614
Chennai,2,4,4,1,0,1,1,1,0,0,0,11137
Raipur,5,1,3,4,1,0,0,1,1,1,0,9546
Coimbatore,4,1,3,2,0,1,0,1,1,0,1,9993
Jaipur,10,4,1,2,1,0,1,0,1,1,0,10694
Raipur,1,2,2,1,1,1,0,0,0,1,1,6272
Dehradun,5,2,4,3,1,0,0,0,1,0,0,8493
Jaipur,1,1,2,1,0,1,1,0,0,1,1,5843
Agra,2,5,6,4,0,0,0,1,0,1,0,12098
Nagpur,8,1,3,3,0,0,1,1,1,1,1,11361
Surat,1,5,2,4,1,0,1,1,1,1,1,12777
Jaipur,3,1,2,4,1,1,1,0,0,1,1,9062
Ahmedabad,6,2,3,1,0,1,0,0,1,0,1,10035
Varanasi,9,5,3,2,1,1,0,0,0,0,0,9097
Udaipur,2,4,4,4,0,0,0,1,1,0,0,9715
Lucknow,10,4,3,3,1,0,0,1,1,0,0,13043
Ahmedabad,2,4,3,1,1,0,1,1,0,0,1,10673
Chandigarh,10,5,2,4,0,1,1,1,1,1,0,16005
Dehradun,9,2,5,3,0,0,0,0,0,0,1,8460
Pune,10,4,3,1,0,0,0,0,0,1,0,11184
Shimla,5,5,6,4,0,0,0,1,1,0,1,13141
Coimbatore,8,2,5,1,0,1,0,0,0,0,1,9103
Shimla,1,4,3,2,0,0,1,1,0,0,0,8028
Varanasi,1,3,4,2,0,0,1,0,0,1,1,6709
Jodhpur,4,2,1,1,0,1,0,0,0,0,1,5293
Delhi,10,3,1,4,0,1,0,0,0,1,0,11999
Ahmedabad,8,4,5,4,0,1,1,0,1,1,0,15117
Lucknow,9,5,6,1,1,0,1,1,0,0,0,12528
Bangalore,8,3,5,2,0,1,0,1,0,1,1,13451
Bangalore,10,2,2,4,0,0,0,0,0,1,0,11441
Shimla,10,5,5,2,0,0,1,1,0,1,0,12693
Bangalore,9,4,1,1,0,1,1,0,1,1,0,12858
Jodhpur,3,4,6,1,1,1,1,1,1,1,0,11168
Jodhpur,7,3,1,3,1,0,0,1,1,0,1,11199
Pune,3,1,6,2,1,1,1,1,0,1,0,12591
Coimbatore,2,5,4,2,0,1,1,1,0,1,0,11378
Bangalore,3,3,5,3,0,1,0,0,1,1,0,12014
Bangalore,2,3,4,4,0,0,0,0,1,0,1,10210
Agra,6,4,6,3,1,0,1,0,0,0,1,9824
Delhi,4,5,4,1,0,0,0,1,0,1,1,13665
Udaipur,6,3,5,4,1,0,0,0,1,0,1,9669
Patna,6,2,1,1,0,0,0,1,0,1,1,9539
Indore,5,1,5,4,0,1,1,1,1,0,0,12423
Indore,1,1,4,2,1,1,1,1,0,0,1,8443
Chandigarh,3,3,6,2,1,0,1,1,0,0,0,10790
Chandigarh,4,2,3,2,0,1,0,1,1,1,0,9952
Bangalore,9,1,2,4,0,1,0,1,1,1,0,14627
Bhopal,8,5,4,3,0,1,1,1,0,1,1,13983
Chennai,9,3,3,3,1,1,1,1,0,1,0,15637
Jaipur,3,5,2,3,1,0,1,1,0,0,1,12517
Bhopal,7,5,1,1,1,1,1,1,1,1,0,12299
Nagpur,6,3,4,3,1,1,1,1,0,1,1,13742
Lucknow,10,1,3,1,1,0,0,0,1,1,0,9694
Nagpur,8,5,1,3,1,1,1,1,0,1,0,13428
Coimbatore,4,5,2,4,0,1,1,0,1,1,1,12865
Jodhpur,4,1,5,3,1,0,0,0,1,1,1,8893
Shimla,2,2,6,3,0,0,0,0,1,0,1,8108
Bangalore,8,4,5,4,1,0,0,0,0,1,0,12236
Coimbatore,5,4,2,3,0,0,1,1,1,1,1,12580
Coimbatore,4,3,2,3,0,0,1,1,1,0,1,11731
Pune,2,2,5,1,1,0,0,1,0,1,1,11259
Surat,8,5,5,3,1,1,1,0,1,1,1,13686
Varanasi,9,3,5,3,0,0,1,1,0,1,0,12454
Indore,5,5,5,1,1,1,0,0,0,1,0,11027
Hyderabad,3,1,3,3,1,1,1,0,0,1,0,9201
Surat,2,3,5,1,1,1,1,1,1,0,0,11776
Hyderabad,8,4,1,3,1,0,1,0,1,0,0,13245
Mysore,4,3,5,3,0,0,1,1,1,0,0,9862
Surat,1,2,2,2,0,0,0,0,0,1,0,6347
Bangalore,4,4,4,3,0,1,0,0,1,0,0,11319
Shimla,10,4,1,4,0,1,1,1,0,0,0,12329
Udaipur,9,2,2,2,0,0,1,1,0,0,1,8834
Lucknow,1,1,2,4,0,1,1,1,1,1,1,11484
Pune,9,5,5,1,1,0,1,0,1,1,1,14102
Surat,2,3,1,3,1,0,0,1,0,0,1,10192
Varanasi,1,5,4,1,1,0,0,0,1,1,0,9193
Udaipur,5,1,5,4,1,1,1,1,0,0,0,9373
Lucknow,8,2,3,1,1,0,0,0,0,0,1,8747
Pune,3,5,6,3,0,1,0,1,0,1,0,14641
Ahmedabad,8,4,2,1,1,0,0,0,1,0,0,10331
Dehradun,2,2,2,4,0,1,1,1,1,0,1,10989
Nagpur,3,5,6,1,0,1,0,1,0,0,1,10364
Ahmedabad,10,1,6,4,1,1,0,0,0,0,0,12379
Surat,10,4,4,3,0,0,0,1,0,1,1,12807
Agra,4,2,2,3,0,0,1,1,1,0,1,8920
Lucknow,4,5,2,2,1,1,1,0,0,1,0,9634
Bhopal,10,1,6,1,0,0,0,0,0,1,0,9550
Bangalore,2,2,5,1,1,0,1,1,1,1,0,11065
Udaipur,5,2,1,2,0,0,1,1,1,0,1,10199
Indore,3,1,2,4,1,0,1,1,0,1,1,10520
Patna,5,2,4,1,1,0,1,0,0,1,0,8110
Nagpur,3,1,1,3,1,1,1,0,0,0,0,6718
Varanasi,8,2,1,4,0,1,0,1,0,0,0,9001
Chandigarh,4,1,1,1,1,1,1,1,1,0,1,10559
Delhi,8,3,4,2,0,1,0,0,0,1,1,12417
Kolkata,10,3,4,3,0,1,0,0,1,1,1,13458
Patna,2,2,2,3,1,0,0,0,1,0,1,7045
Ahmedabad,1,5,5,1,1,0,1,0,1,1,1,10997
Agra,7,4,2,3,1,1,1,1,0,1,0,12765
Ahmedabad,5,5,5,4,1,0,1,1,1,0,1,15379
Agra,1,1,5,3,1,1,1,0,1,1,1,8821
Chennai,10,1,6,2,0,0,1,0,1,0,1,11948
Hyderabad,7,2,2,1,1,0,0,0,0,0,0,9561
Chennai,1,4,6,4,1,1,0,1,1,0,1,13331
Bhopal,2,1,3,1,0,0,0,1,1,0,0,7840
Jaipur,10,4,3,4,0,0,1,0,1,1,0,13226
Indore,4,2,3,4,1,1,1,1,0,1,0,11678
Shimla,3,4,2,1,0,1,0,0,1,0,0,6822
Delhi,5,4,6,2,1,1,0,1,0,0,1,13624
Jaipur,1,1,3,2,0,0,1,0,1,0,0,6433
Pune,3,2,1,4,0,0,0,0,0,1,0,9158
Kolkata,6,3,2,3,0,0,1,1,0,0,1,11806
Agra,8,4,5,2,0,1,0,0,1,0,1,10582
Indore,6,3,2,1,1,1,0,1,1,1,0,12291
Chennai,8,1,1,2,0,1,1,1,1,0,1,12581
Lucknow,5,2,5,3,0,0,0,1,0,1,1,11603
Pune,10,4,2,1,0,0,1,1,0,0,1,13814
Chennai,3,4,2,1,1,0,1,0,1,0,1,10964
Dehradun,5,3,6,1,1,1,1,1,0,1,0,11471
Bhopal,1,2,5,1,0,0,0,1,0,1,0,7872
Lucknow,9,5,4,1,0,0,0,0,1,1,1,12655
Dehradun,10,3,6,1,1,0,0,1,1,1,1,12735
Jodhpur,8,1,5,3,1,1,1,0,1,1,0,9832
Kolkata,4,3,4,3,0,0,1,0,1,1,1,12943
Chandigarh,4,1,4,3,0,1,0,0,0,1,0,8183
Jaipur,10,3,6,2,0,1,0,1,0,0,0,13083
Varanasi,10,2,1,4,0,1,0,0,0,1,0,8120
Patna,6,2,3,1,0,1,0,1,0,1,1,10028
Delhi,10,3,2,1,1,1,1,0,0,1,1,11813
Bangalore,2,4,6,1,0,0,1,0,0,0,0,10187
Delhi,4,3,1,2,1,0,1,0,0,1,0,10152
Coimbatore,1,5,2,2,0,1,0,1,0,1,1,10938
Mumbai,7,4,5,3,0,1,1,1,0,0,1,13653
Indore,8,4,1,1,1,0,0,1,1,0,1,12155
Indore,6,5,2,3,1,0,1,1,1,1,0,14261
Dehradun,2,2,6,2,0,0,1,0,1,1,0,7685
Shimla,1,4,6,4,0,0,0,0,0,0,1,7394
Bhopal,5,2,2,2,0,1,0,0,0,1,1,8349
Kolkata,6,4,1,1,0,1,1,1,1,0,0,12395
Mysore,4,2,1,2,0,1,0,0,1,0,0,5866
Jaipur,6,3,5,2,0,0,1,0,1,0,0,10517
Patna,2,4,2,1,1,1,1,1,0,0,0,10473
Bangalore,8,5,3,1,0,0,0,0,0,0,1,10248
Nagpur,8,4,4,3,1,0,0,0,0,1,0,11669
Mysore,9,2,4,4,1,0,1,1,1,0,1,12667
Pune,8,4,2,4,0,0,0,1,1,1,1,14533
Chandigarh,6,4,4,3,1,0,1,0,0,1,0,9870
Pune,1,2,5,3,1,0,0,1,0,1,1,12201
Dehradun,2,1,4,3,1,0,0,1,1,0,1,8979
Jodhpur,2,5,4,2,1,1,1,0,0,0,0,9193
Indore,6,4,4,2,1,1,1,0,1,1,0,12460
Bhopal,10,3,6,3,0,0,0,0,0,0,0,9427
Raipur,6,5,1,1,0,1,1,1,1,0,1,12213
Jaipur,3,5,1,4,0,0,1,0,1,0,0,9929
Chandigarh,7,1,6,3,0,1,1,0,0,1,1,10644
Agra,4,4,4,2,1,1,1,1,0,0,0,9443
Mysore,7,3,1,4,0,0,1,1,0,1,1,11405
Jodhpur,4,3,6,4,1,0,0,1,0,0,1,9814
Chandigarh,5,2,3,2,0,1,1,1,1,1,0,12099
Raipur,3,4,1,1,1,1,1,1,0,0,0,9620
Raipur,2,5,4,1,0,0,1,1,0,1,0,9686
Jodhpur,2,1,5,3,1,1,1,1,1,1,1,11476
Kolkata,7,3,3,4,0,1,1,0,0,0,1,11524
Raipur,6,4,1,2,1,0,1,0,1,1,1,9673
Bhopal,3,3,5,2,0,0,0,0,0,0,1,7516
Dehradun,5,4,2,2,0,1,1,0,0,1,0,7572
Varanasi,7,4,6,1,1,1,1,1,0,0,0,12188
Bhopal,10,5,4,1,1,1,1,0,0,0,1,10903
Ahmedabad,7,2,5,3,0,1,1,0,1,0,0,11335
Mumbai,5,1,1,1,1,0,1,1,1,1,0,10564
Raipur,4,3,4,3,0,1,1,0,0,0,0,7867
Agra,8,3,2,4,1,0,1,0,0,0,1,9949
Varanasi,7,2,4,1,0,0,0,1,0,0,0,7941
Udaipur,10,5,2,2,0,1,0,1,0,0,0,12335
Bhopal,2,4,3,4,1,1,1,1,1,0,1,13195
Kolkata,2,2,6,1,1,0,1,0,0,0,1,8208
Chandigarh,3,1,4,4,1,1,0,1,1,0,1,12038
Shimla,6,5,1,1,0,0,1,1,1,1,1,11695
Patna,7,4,4,1,1,0,0,0,0,1,0,9413
Patna,1,5,6,2,0,1,1,0,1,0,0,9320
Agra,9,4,2,4,1,0,0,1,1,1,0,12781
Coimbatore,1,5,2,2,0,0,1,1,0,1,1,10641
Bangalore,1,2,4,3,0,0,1,1,1,1,0,11362
Coimbatore,7,4,2,2,0,1,1,1,0,0,0,11848
Nagpur,3,2,2,2,1,1,0,0,0,0,0,7514
Chandigarh,5,4,4,4,1,1,0,1,1,1,0,13905
Ahmedabad,2,1,1,1,0,1,0,0,0,0,1,6400
Hyderabad,4,3,5,2,0,1,1,1,1,1,1,15241
Raipur,4,2,6,2,1,1,1,0,1,0,1,9605
Mysore,5,4,3,2,1,0,1,1,0,0,0,9363
Jaipur,6,2,3,3,1,1,0,1,1,0,1,12059
Patna,6,4,6,3,0,0,0,1,1,1,1,13519
Dehradun,5,1,1,4,0,1,0,1,1,1,0,10268
